,property_id,prop_type,price,baths_half,baths_full,beds,city,line,postal_code,state_code,county,building_size,lot_size
145,M2610297730,single_family,1300000,0.0,2,3,San Diego,3553 Ingraham St,92109,CA,San Diego,1575.0,7499.0
146,M1271247887,single_family,1290000,0.0,3,4,San Diego,4632 Corte Mar Asombrosa,92130,CA,San Diego,2223.0,11326.0
147,M1290091737,single_family,714900,0.0,2,4,San Diego,7857 New Salem St,92126,CA,San Diego,6349.0,33105.0
148,M2120577757,single_family,479900,0.0,2,3,San Diego,4115 Epsilon St,92113,CA,San Diego,2481.0,21780.0
149,M2853609576,single_family,699000,0.0,2,3,San Diego,8604 Perseus Rd,92126,CA,San Diego,2990.0,7019.0
150,M1470145179,single_family,790000,1.0,2,3,San Diego,17006 New Rochelle Way,92127,CA,San Diego,1120.0,2700.0
151,M2087806472,single_family,775000,0.0,3,2,San Diego,5177 69th St,92115,CA,San Diego,3777.0,10889.0
152,M2114687322,single_family,3549000,1.0,6,5,San Diego,7775 Sendero Angelica,92127,CA,San Diego,1924.0,7500.0
153,M1482471678,single_family,1530000,1.0,4,5,San Diego,15565 Via La Ventana,92131,CA,San Diego,1988.0,4606.0
154,M1832248011,single_family,1695000,0.0,4,4,San Diego,4343 Ridgeway Dr,92116,CA,San Diego,2656.0,4889.0
155,M2431521662,single_family,2100000,1.0,2,3,Del Mar,13133 Caminito Pointe Del Mar,92014,CA,San Diego,1548.0,6900.0
156,M2576672477,single_family,829000,0.0,2,3,San Diego,3560 Wawona Dr,92106,CA,San Diego,3802.0,11761.0
157,M2848358899,single_family,2100000,1.0,4,4,La Jolla,8695 Cliffridge Ave,92037,CA,San Diego,1608.0,10616.0
158,M1851462716,single_family,879000,0.0,3,4,San Diego,4928 Mount La Platta Dr,92117,CA,San Diego,1721.0,3409.0
159,M2036901225,single_family,890000,0.0,3,4,San Diego,13529 Tradition St,92128,CA,San Diego,1473.0,5300.0
160,M1124497661,single_family,1239900,0.0,3,5,San Diego,6674 Monterra Trl,92130,CA,San Diego,2356.0,7499.0
161,M1414012368,single_family,729999,0.0,2,3,San Diego,17170 Poblado Way,92127,CA,San Diego,1528.0,7499.0
162,M2446267602,single_family,1475000,1.0,4,5,San Diego,15394 Falcon Crest Ct,92127,CA,San Diego,1037.0,3495.0
163,M2088118479,single_family,539000,0.0,2,4,San Diego,1939 Winnett St,92114,CA,San Diego,13968.0,5011.0
164,M1399834341,single_family,689000,1.0,2,3,San Diego,3014 46th St,92105,CA,San Diego,4795.0,51401.0
165,M1474237250,single_family,749000,0.0,2,4,San Diego,3469 Juniper St,92104,CA,San Diego,3107.0,7499.0
166,M1988343702,single_family,880000,0.0,3,4,San Diego,11942 Meriden Ln,92128,CA,San Diego,1109.0,6300.0
167,M1283991495,single_family,725000,0.0,2,2,San Diego,17612 Fonticello Way,92128,CA,San Diego,2042.0,13504.0
168,M2410615438,single_family,799000,0.0,2,2,San Diego,4842 Cape May Ave,92107,CA,San Diego,2498.0,5078.0
169,M1134662489,single_family,13250000,0.0,24,20,San Diego,1929 Columbia St,92101,CA,San Diego,3321.0,8121.0
170,M1318515866,single_family,2299000,1.0,4,4,San Diego,16936 Crescent Creek Dr,92127,CA,San Diego,3517.0,9835.0
171,M1318909683,single_family,1299999,1.0,3,4,San Diego,18576 Lancashire Way,92128,CA,San Diego,3823.0,6685.0
172,M1048290675,single_family,649900,0.0,2,3,San Diego,4191 Moraga Ave,92117,CA,San Diego,4477.0,45302.0
173,M2363127286,single_family,850000,1.0,2,3,San Diego,12684 Cabezon Pl,92129,CA,San Diego,8303.0,59677.0
174,M2845042199,single_family,975000,1.0,2,4,San Diego,6105 Caminito Pan,92120,CA,San Diego,3670.0,6090.0
175,M1641514861,single_family,1649900,0.0,4,5,San Diego,6708 Aliso Valley Way,92130,CA,San Diego,1118.0,7500.0
176,M2343129996,single_family,1299000,0.0,3,4,San Diego,11606 Alderidge Ln,92131,CA,San Diego,1370.0,1173.0
177,M1731394998,single_family,1199995,1.0,3,4,San Diego,6424 Norman Ln,92120,CA,San Diego,1349.0,5705.0
178,M2750040489,single_family,1200000,1.0,3,5,San Diego,10241 Paseo De Linda,92127,CA,San Diego,728.0,3253.0
179,M1403386622,single_family,4999999,2.0,3,4,La Jolla,7337 Encelia Dr,92037,CA,San Diego,2823.0,53579.0
180,M1227035132,single_family,3695000,2.0,4,4,San Diego,14732 Encendido,92127,CA,San Diego,1891.0,7499.0
181,M2332345617,single_family,845000,1.0,2,4,San Diego,9757 Paseo Montril,92129,CA,San Diego,1016.0,4762.0
182,M1254019650,single_family,1299000,1.0,4,4,San Diego,7654 Heatherly Ln,92130,CA,San Diego,4613.0,27878.0
183,M1364958985,single_family,639000,0.0,2,3,San Diego,6501 Bantam Lake Ave,92119,CA,San Diego,1200.0,13504.0
184,M1146378150,single_family,1599900,0.0,3,3,San Diego,812 San Rafael Pl,92109,CA,San Diego,2104.0,10889.0
185,M1175118050,single_family,529000,0.0,3,4,San Diego,820 14th St,92154,CA,San Diego,3170.0,6000.0
186,M2208881746,single_family,600000,0.0,1,3,San Diego,4390 37th St,92105,CA,San Diego,3176.0,7000.0
187,M2046489914,single_family,1850000,1.0,2,3,San Diego,3965 Bandini St,92103,CA,San Diego,1092.0,5500.0
188,M1701272774,single_family,699000,1.0,2,4,San Diego,11099 Ice Skate Pl,92126,CA,San Diego,2008.0,8949.0
189,M1170579829,single_family,619000,0.0,2,3,San Diego,4219 Marlborough Ave,92105,CA,San Diego,2109.0,28314.0
190,M1691902911,single_family,1449000,1.0,5,5,San Diego,11419 Stockwood Cv,92131,CA,San Diego,2333.0,4464.0
191,M2067502862,single_family,680000,1.0,1,3,San Diego,5166 Winthrop St,92117,CA,San Diego,5500.0,138521.0
