,property_id,prop_type,price,baths_half,baths_full,beds,city,line,postal_code,state_code,county,building_size,lot_size
28,M2188657375,single_family,749900,0.0,4.0,5,Arleta,9233 Arleta Ave,91331,CA,Los Angeles,2037.0,7505.0
29,M1739014736,single_family,2399000,1.0,5.0,5,Sherman Oaks,4706 Katherine Ave,91423,CA,Los Angeles,4433.0,11199.0
30,M1532404128,single_family,739000,0.0,2.0,3,Granada Hills,16394 Shamhart Dr,91344,CA,Los Angeles,1654.0,11985.0
31,M1644691487,single_family,849000,0.0,2.0,4,Woodland Hills,23514 Erwin St,91367,CA,Los Angeles,1570.0,7839.0
32,M1574797546,single_family,280000,0.0,1.0,2,Los Angeles,1612 W 85th St,90047,CA,Los Angeles,1304.0,6978.0
33,M9471706152,single_family,2570,0.0,2.0,2,Van Nuys,6200 Kester Ave Apt 207,91411,CA,Los Angeles,1125.0,16000.0
34,M1441377490,single_family,735000,1.0,2.0,3,Van Nuys,5646 Hazeltine Ave,91401,CA,Los Angeles,1671.0,1394.0
35,M1706698164,single_family,1180999,0.0,3.0,3,Los Angeles,4563 W 17th St,90019,CA,Los Angeles,1870.0,5600.0
36,M1634556402,single_family,895000,0.0,2.0,5,Los Angeles,1243 S Bonnie Brae St,90006,CA,Los Angeles,2896.0,5595.0
37,M2048749655,single_family,845999,0.0,2.0,3,Porter Ranch,18361 Lahey St,91326,CA,Los Angeles,2358.0,11566.0
38,M1925255243,single_family,799000,0.0,4.0,4,Chatsworth,10525 Churchill Ave,91311,CA,Los Angeles,2354.0,7534.0
39,M1976294664,single_family,845000,0.0,2.0,3,La Crescenta,6222 Altura Ave,91214,CA,Los Angeles,1731.0,7535.0
40,M1506695944,single_family,2675000,0.0,3.0,3,Los Angeles,152 S Almont Dr,90048,CA,Los Angeles,1979.0,5749.0
41,M2738614856,single_family,5500000,0.0,5.0,4,Santa Monica,562 Stassi Ln,90402,CA,Los Angeles,5228.0,15018.0
42,M1423084745,single_family,2750000,0.0,4.0,4,Los Angeles,2412 Glendower Ave,90027,CA,Los Angeles,2768.0,9828.0
43,M1601216653,single_family,1895000,0.0,4.0,5,Woodland Hills,20420 Quedo Dr,91364,CA,Los Angeles,4011.0,15934.0
44,M1901584522,single_family,8995000,1.0,5.0,5,Los Angeles,2103 Linda Flora Dr,90077,CA,Los Angeles,6550.0,17883.0
45,M1778342901,single_family,1499000,0.0,4.0,4,Westchester,8056 Altavan Ave,90045,CA,Los Angeles,1500.0,4832.0
46,M2936965724,single_family,9995000,2.0,9.0,8,Encino,16174 Woodvale Rd,91436,CA,Los Angeles,9839.0,23469.0
47,M1432681688,single_family,1150000,0.0,2.0,3,Los Angeles,4918 W 20th St,90016,CA,Los Angeles,2044.0,7821.0
48,M2757083019,single_family,1199000,0.0,2.0,2,Sherman Oaks,3980 Hopevale Dr,91403,CA,Los Angeles,1450.0,4792.0
49,M1269852264,single_family,4690000,0.0,4.0,4,Beverly Hills,9464 Beverly Crest Dr,90210,CA,Los Angeles,6091.0,15411.0
50,M2877399523,single_family,1950000,0.0,3.0,3,Los Angeles,1374 Miller Pl,90069,CA,Los Angeles,3012.0,2838.0
51,M1271920873,single_family,2799000,1.0,2.0,3,Venice,741 California Ave,90291,CA,Los Angeles,1244.0,8354.0
52,M2482481661,single_family,295000,0.0,2.0,3,Panorama City,14927 Titus St,91402,CA,Los Angeles,4220.0,6997.0
53,M2136896204,single_family,3295000,0.0,5.0,6,Los Angeles,836 Masselin Ave,90036,CA,Los Angeles,1982.0,7718.0
54,M2921292506,single_family,2385000,0.0,2.0,3,Pacific Palisades,825 Jacon Way,90272,CA,Los Angeles,3300.0,9472.0
55,M2879933607,single_family,3695000,0.0,3.0,4,Los Angeles,1376 Miller Pl,90069,CA,Los Angeles,1990.0,7280.0
56,M2917874189,single_family,1475000,1.0,2.0,4,Sherman Oaks,4621 Allott Ave,91423,CA,Los Angeles,1366.0,4995.0
57,M1702558495,single_family,1359000,0.0,2.0,3,Los Angeles,9049 Hargis St,90034,CA,Los Angeles,1234.0,5501.0
58,M2405483224,single_family,665000,0.0,1.0,3,Los Angeles,1911 W Vernon Ave,90062,CA,Los Angeles,1662.0,7990.0
59,M1161094500,single_family,735000,0.0,2.0,4,Van Nuys,6827 Bianca Ave,91406,CA,Los Angeles,2114.0,6143.0
