property_id,prop_type,price,baths_half,baths_full,beds,city,postal_code,state_code,county,building_size
M2007180303,condo,366800.0,1.0,2.0,3,Morgan Hill,95037,CA,Santa Clara,1620.0
M2434149660,condo,829000.0,0.0,1.0,1,Palo Alto,94306,CA,Santa Clara,673.0
M1277403432,condo,1098000.0,1.0,2.0,2,Mountain View,94041,CA,Santa Clara,1300.0
M2650272439,condo,800000.0,0.0,2.0,2,San Jose,95110,CA,Santa Clara,1242.0
M2114891537,condo,475000.0,0.0,1.0,1,San Jose,95123,CA,Santa Clara,543.0
M2879343130,condo,888000.0,0.0,2.0,2,Santa Clara,95051,CA,Santa Clara,1012.0
M1590996339,condo,1150000.0,1.0,2.0,2,Sunnyvale,94086,CA,Santa Clara,1348.0
M2809069345,condo,745000.0,0.0,2.0,2,Milpitas,95035,CA,Santa Clara,1012.0
M1607597473,condo,1350000.0,1.0,3.0,3,Fremont,94539,CA,Alameda,1771.0
M1491670435,condo,840000.0,1.0,2.0,3,San Jose,95125,CA,Santa Clara,1622.0
M1087184672,condo,725000.0,0.0,1.0,1,San Jose,95110,CA,Santa Clara,953.0
M2617440499,condo,798000.0,0.0,1.0,1,Los Altos,94022,CA,Santa Clara,944.0
M9612566050,condo,1258795.0,2.0,2.0,2,Santa Clara,95054,CA,Santa Clara,1395.0
M9923044317,condo,916795.0,0.0,1.0,1,Santa Clara,95054,CA,Santa Clara,936.0
M9947420180,condo,995392.0,0.0,2.0,3,Fremont,94538,CA,Alameda,1479.0
M2495234746,condo,679999.0,1.0,2.0,3,San Jose,95139,CA,Santa Clara,1386.0
M9953328781,condo,860986.0,0.0,2.0,2,Fremont,94538,CA,Alameda,1279.0
M2950446548,condo,1250000.0,1.0,2.0,3,Santa Clara,95050,CA,Santa Clara,2088.0
M2996425629,condo,510000.0,0.0,1.0,2,San Jose,95123,CA,Santa Clara,903.0
M2595811456,condo,975000.0,1.0,3.0,4,San Jose,95123,CA,Santa Clara,2370.0
M1964715626,condo,849999.0,1.0,2.0,3,San Jose,95112,CA,Santa Clara,1507.0
M9869847273,condo,828888.0,0.0,2.0,3,Fremont,94536,CA,Alameda,1740.0
M1411709889,condo,1649000.0,0.0,3.0,3,Mountain View,94043,CA,Santa Clara,1694.0
M1779487168,condo,788888.0,0.0,2.0,2,San Jose,95124,CA,Santa Clara,1212.0
M2177001268,condo,565000.0,0.0,1.0,2,San Jose,95135,CA,Santa Clara,1127.0
M2855296997,condo,988000.0,0.0,2.0,3,Santa Clara,95054,CA,Santa Clara,1361.0
M1491009032,condo,1229000.0,1.0,2.0,3,Santa Clara,95054,CA,Santa Clara,1646.0
M2926920366,condo,1500000.0,1.0,2.0,3,Saratoga,95070,CA,Santa Clara,1988.0
M2279981221,condo,724999.0,1.0,2.0,3,Morgan Hill,95037,CA,Santa Clara,1932.0
M1938972320,condo,442000.0,0.0,2.0,2,San Jose,95135,CA,Santa Clara,1223.0
M2008269395,condo,629000.0,1.0,2.0,2,Morgan Hill,95037,CA,Santa Clara,1613.0
M2071203257,condo,599950.0,0.0,1.0,2,San Jose,95112,CA,Santa Clara,665.0
M1401411100,condo,538888.0,0.0,2.0,2,San Jose,95135,CA,Santa Clara,1223.0
M2557108806,condo,630000.0,0.0,2.0,2,San Jose,95125,CA,Santa Clara,1071.0
M1464080676,condo,1425000.0,0.0,2.0,2,Palo Alto,94301,CA,Santa Clara,1154.0
M1945238073,condo,1200000.0,1.0,2.0,3,San Jose,95134,CA,Santa Clara,1887.0
M1672944694,condo,1550000.0,1.0,3.0,4,Sunnyvale,94086,CA,Santa Clara,1914.0
M1417336252,condo,475000.0,0.0,1.0,2,San Jose,95123,CA,Santa Clara,798.0
M1548152642,condo,777000.0,0.0,1.0,2,Mountain View,94040,CA,Santa Clara,796.0
M1729886507,condo,1350000.0,0.0,2.0,2,Los Altos,94022,CA,Santa Clara,1270.0
M2125230650,condo,750000.0,0.0,2.0,2,San Jose,95135,CA,Santa Clara,1582.0
M1975297259,condo,1169900.0,1.0,1.0,2,Cupertino,95014,CA,Santa Clara,1216.0
M1924997500,condo,1098000.0,1.0,2.0,3,Fremont,94555,CA,Alameda,1607.0
M2889135758,condo,829999.0,1.0,2.0,2,San Jose,95134,CA,Santa Clara,1130.0
M1364171051,condo,689000.0,0.0,2.0,2,San Jose,95135,CA,Santa Clara,1370.0
M2405480778,condo,938000.0,0.0,2.0,2,Mountain View,94040,CA,Santa Clara,1140.0
M2017058991,condo,968000.0,1.0,2.0,3,San Jose,95126,CA,Santa Clara,1581.0
M1303359330,condo,649888.0,0.0,2.0,3,San Jose,95116,CA,Santa Clara,1200.0
M1414540084,condo,749999.0,0.0,2.0,2,San Jose,95110,CA,Santa Clara,1057.0
M2123644661,condo,575000.0,0.0,2.0,2,San Jose,95138,CA,Santa Clara,850.0
M9251609027,condo,862880.0,1.0,2.0,2,Fremont,94536,CA,Alameda,1283.0
M9760139208,condo,760000.0,0.0,2.0,2,Fremont,94555,CA,Alameda,1069.0
M9438478853,condo,916795.0,0.0,1.0,1,Santa Clara,95051,CA,Santa Clara,936.0
M1318155835,condo,538888.0,0.0,1.0,2,San Jose,95122,CA,Santa Clara,885.0
M1947629391,condo,699000.0,0.0,2.0,2,San Jose,95112,CA,Santa Clara,976.0
M1424997292,condo,695000.0,1.0,1.0,3,San Jose,95132,CA,Santa Clara,1159.0
M9165431378,condo,1285000.0,1.0,2.0,3,Sunnyvale,94089,CA,Santa Clara,1582.0
M9899419867,condo,1582690.0,1.0,4.0,4,Santa Clara,95051,CA,Santa Clara,2005.0
M1852356915,condo,1298000.0,1.0,2.0,3,Cupertino,95014,CA,Santa Clara,1445.0
M1294460993,condo,690000.0,0.0,2.0,3,San Jose,95116,CA,Santa Clara,1441.0
M2152305320,condo,655000.0,0.0,1.0,2,San Jose,95132,CA,Santa Clara,968.0
M2177861533,condo,739950.0,0.0,2.0,2,San Jose,95135,CA,Santa Clara,1509.0
M2060545133,condo,1499000.0,1.0,3.0,4,Sunnyvale,94085,CA,Santa Clara,1875.0
M1168396607,condo,935000.0,0.0,2.0,2,San Jose,95120,CA,Santa Clara,1299.0
M2398399455,condo,424888.0,0.0,1.0,1,San Jose,95123,CA,Santa Clara,543.0
M2606604699,condo,745000.0,0.0,2.0,2,Fremont,94539,CA,Alameda,1200.0
M2443453978,condo,485000.0,0.0,1.0,1,San Jose,95123,CA,Santa Clara,650.0
M2166009832,condo,839000.0,0.0,1.0,2,Mountain View,94040,CA,Santa Clara,811.0
M2320170721,condo,558000.0,1.0,1.0,3,San Jose,95123,CA,Santa Clara,1156.0
M1004549631,condo,699000.0,1.0,2.0,2,San Jose,95136,CA,Santa Clara,1351.0
M1835200060,condo,1698000.0,1.0,2.0,2,Los Altos,94022,CA,Santa Clara,1568.0
M9102449998,condo,858485.0,0.0,3.0,3,San Jose,95119,CA,Santa Clara,1563.0
M1087906115,condo,1595000.0,0.0,3.0,3,Mountain View,94040,CA,Santa Clara,1292.0
M9611838704,condo,759800.0,0.0,2.0,2,Fremont,94539,CA,Alameda,1046.0
M2269188556,condo,749000.0,1.0,2.0,2,San Jose,95125,CA,Santa Clara,1327.0
M2344763186,condo,869999.0,0.0,2.0,2,Campbell,95008,CA,Santa Clara,855.0
M2808074017,condo,850000.0,1.0,1.0,3,Fremont,94539,CA,Alameda,1242.0
M1312556068,condo,749000.0,0.0,3.0,3,Morgan Hill,95037,CA,Santa Clara,1773.0
M1247128172,condo,1248950.0,1.0,2.0,4,San Jose,95129,CA,Santa Clara,1408.0
M1251734627,condo,460000.0,0.0,1.0,2,San Jose,95123,CA,Santa Clara,810.0
M2601114747,condo,685000.0,1.0,2.0,2,Morgan Hill,95037,CA,Santa Clara,1374.0
M9640531858,condo,1399000.0,1.0,3.0,3,Santa Clara,95050,CA,Santa Clara,1950.0
M9562397666,condo,1538140.0,2.0,3.0,4,Santa Clara,95051,CA,Santa Clara,1940.0
M2760175909,condo,1049000.0,1.0,2.0,3,Fremont,94538,CA,Alameda,1637.0
M1596046043,condo,839000.0,1.0,2.0,2,San Jose,95112,CA,Santa Clara,1280.0
M2762998858,condo,430000.0,0.0,1.0,1,Santa Clara,95051,CA,Santa Clara,622.0
M2913256269,condo,849999.0,1.0,2.0,3,San Jose,95131,CA,Santa Clara,1444.0
M2643304931,condo,499999.0,0.0,1.0,1,San Jose,95125,CA,Santa Clara,784.0
M9631491339,condo,909000.0,1.0,2.0,2,Fremont,94538,CA,Alameda,1502.0
M1995217908,condo,598888.0,0.0,2.0,2,Fremont,94538,CA,Alameda,1052.0
M1670525009,condo,850000.0,1.0,2.0,3,Campbell,95008,CA,Santa Clara,1266.0
M1883431453,condo,699000.0,1.0,1.0,3,Fremont,94536,CA,Alameda,1166.0
M1539766246,condo,985000.0,0.0,2.0,3,San Jose,95125,CA,Santa Clara,1319.0
M2052337335,condo,769900.0,1.0,2.0,2,Santa Clara,95050,CA,Santa Clara,1254.0
M1144177688,condo,928000.0,0.0,2.0,2,Mountain View,94043,CA,Santa Clara,960.0
M2128111500,condo,709900.0,0.0,2.0,2,San Jose,95135,CA,Santa Clara,1509.0
M1096700877,condo,1598000.0,0.0,3.0,3,Mountain View,94040,CA,Santa Clara,1292.0
M2124258494,condo,668000.0,1.0,2.0,3,Newark,94560,CA,Alameda,1456.0
M1399940058,condo,739900.0,1.0,2.0,3,San Jose,95139,CA,Santa Clara,1656.0
M2008679320,condo,640000.0,1.0,2.0,2,Morgan Hill,95037,CA,Santa Clara,1613.0
M1514317550,condo,1088888.0,0.0,2.0,2,Santa Clara,95051,CA,Santa Clara,1524.0
M2914843052,condo,1295000.0,0.0,3.0,3,Stanford,94305,CA,Santa Clara,1753.0
M1246194044,condo,968000.0,0.0,3.0,3,San Jose,95133,CA,Santa Clara,1489.0
M2307981700,condo,849000.0,1.0,2.0,2,Campbell,95008,CA,Santa Clara,1190.0
M1425834813,condo,969888.0,1.0,2.0,4,San Jose,95126,CA,Santa Clara,1581.0
M9021120814,condo,975000.0,0.0,2.0,2,San Jose,95136,CA,Santa Clara,1668.0
M2257690348,condo,699000.0,1.0,2.0,3,Morgan Hill,95037,CA,Santa Clara,1759.0
M1866778835,condo,1200000.0,0.0,2.0,3,Sunnyvale,94087,CA,Santa Clara,1296.0
M1748115759,condo,730000.0,1.0,2.0,3,San Jose,95123,CA,Santa Clara,1520.0
M2984742588,condo,918000.0,0.0,2.0,2,Sunnyvale,94086,CA,Santa Clara,1209.0
M1225394698,condo,724000.0,0.0,2.0,2,Campbell,95008,CA,Santa Clara,1126.0
M2528830253,condo,658000.0,0.0,2.0,2,San Jose,95123,CA,Santa Clara,982.0
M2711440372,condo,698000.0,1.0,1.0,3,San Jose,95123,CA,Santa Clara,1260.0
M2928023823,condo,672000.0,0.0,1.0,2,Sunnyvale,94086,CA,Santa Clara,917.0
M1351138883,condo,537900.0,0.0,1.0,2,Newark,94560,CA,Alameda,905.0
M2194057605,condo,451000.0,1.0,1.0,2,Newark,94560,CA,Alameda,1132.0
M2539567919,condo,2150000.0,0.0,3.0,4,San Jose,95128,CA,Santa Clara,2037.0
M2856952505,condo,569888.0,1.0,1.0,3,San Jose,95122,CA,Santa Clara,1125.0
M1284629082,condo,739000.0,1.0,2.0,3,San Jose,95123,CA,Santa Clara,1142.0
M2671243015,condo,569000.0,1.0,1.0,3,San Jose,95123,CA,Santa Clara,1156.0
M1214204674,condo,689000.0,0.0,2.0,3,San Jose,95125,CA,Santa Clara,1312.0
M2148882019,condo,1699888.0,1.0,2.0,3,Cupertino,95014,CA,Santa Clara,1727.0
M2596668572,condo,915000.0,0.0,3.0,3,San Jose,95123,CA,Santa Clara,2173.0
M2550846904,condo,649000.0,0.0,2.0,2,San Jose,95131,CA,Santa Clara,922.0
M2328163303,condo,568888.0,0.0,1.0,2,San Jose,95110,CA,Santa Clara,870.0
M1390558487,condo,650000.0,0.0,1.0,1,San Jose,95126,CA,Santa Clara,824.0
M2424411083,condo,585000.0,0.0,1.0,2,San Jose,95123,CA,Santa Clara,904.0
M2164620322,condo,849000.0,0.0,3.0,4,San Jose,95111,CA,Santa Clara,1929.0
M1023573726,condo,874888.0,0.0,2.0,2,Santa Clara,95051,CA,Santa Clara,1047.0
M2036830759,condo,465000.0,0.0,1.0,1,San Jose,95132,CA,Santa Clara,677.0
M2114509431,condo,949900.0,1.0,2.0,4,San Jose,95126,CA,Santa Clara,1650.0
M1276083809,condo,749999.0,1.0,2.0,3,San Jose,95111,CA,Santa Clara,1442.0
M1711927134,condo,1295000.0,1.0,2.0,2,Mountain View,94043,CA,Santa Clara,1594.0
M1264136756,condo,463000.0,1.0,2.0,2,Morgan Hill,95037,CA,Santa Clara,1374.0
M2162853599,condo,929800.0,1.0,2.0,3,Santa Clara,95054,CA,Santa Clara,1542.0
M1492948268,condo,990000.0,0.0,2.0,2,Santa Clara,95054,CA,Santa Clara,1148.0
M9342536726,condo,899000.0,1.0,2.0,2,Milpitas,95035,CA,Santa Clara,1695.0
M1395153570,condo,620000.0,0.0,2.0,2,San Jose,95135,CA,Santa Clara,1490.0
M2718804599,condo,850000.0,1.0,1.0,1,Los Gatos,95030,CA,Santa Clara,864.0
M2703862087,condo,499900.0,0.0,1.0,1,San Jose,95128,CA,Santa Clara,658.0
M1300571476,condo,1148000.0,1.0,2.0,3,Santa Clara,95050,CA,Santa Clara,1731.0
M1325216768,condo,599950.0,0.0,2.0,2,San Jose,95135,CA,Santa Clara,1184.0
M1910123406,condo,650000.0,0.0,2.0,2,San Jose,95121,CA,Santa Clara,1050.0
M2807165206,condo,665000.0,1.0,1.0,3,San Jose,95132,CA,Santa Clara,1130.0
M1532935999,condo,699000.0,0.0,1.0,1,San Jose,95113,CA,Santa Clara,899.0
M1440743207,condo,1600000.0,1.0,2.0,3,Los Gatos,95032,CA,Santa Clara,2175.0
M1450977952,condo,749000.0,0.0,2.0,2,San Jose,95135,CA,Santa Clara,1804.0
M2286795049,condo,425000.0,0.0,1.0,1,Morgan Hill,95037,CA,Santa Clara,1008.0
M9796955325,condo,549950.0,1.0,1.0,2,Newark,94560,CA,Alameda,1132.0
M1363189632,condo,698000.0,0.0,1.0,1,Mountain View,94043,CA,Santa Clara,752.0
M1025560193,condo,1449000.0,1.0,2.0,3,Mountain View,94040,CA,Santa Clara,1725.0
M1961844254,condo,1089000.0,0.0,2.0,2,Cupertino,95014,CA,Santa Clara,1249.0
M2478577510,condo,459888.0,0.0,1.0,2,Fremont,94536,CA,Alameda,750.0
M9729498692,condo,899000.0,1.0,2.0,2,Milpitas,95035,CA,Santa Clara,1695.0
M2243532347,condo,1098000.0,0.0,2.0,3,San Jose,95138,CA,Santa Clara,2332.0
M2135425071,condo,599950.0,0.0,2.0,2,San Jose,95123,CA,Santa Clara,995.0
M2287554092,condo,1098000.0,1.0,3.0,4,San Jose,95131,CA,Santa Clara,1851.0
M1790493066,condo,399000.0,0.0,1.0,1,Santa Clara,95051,CA,Santa Clara,622.0
M1265679730,condo,1100000.0,0.0,2.0,3,Fremont,94539,CA,Alameda,1431.0
M1974067483,condo,1168000.0,1.0,2.0,2,Cupertino,95014,CA,Santa Clara,1216.0
M1308547548,condo,1795000.0,1.0,3.0,4,Mountain View,94043,CA,Santa Clara,2047.0
M2006261588,condo,610000.0,0.0,1.0,0,San Jose,95113,CA,Santa Clara,852.0
M2383692706,condo,1199000.0,1.0,2.0,3,San Jose,95126,CA,Santa Clara,1859.0
M1223421740,condo,967999.0,1.0,3.0,4,Newark,94560,CA,Alameda,1902.0
M1770810718,condo,620000.0,1.0,1.0,3,San Jose,95139,CA,Santa Clara,1220.0
M1570389404,condo,769000.0,1.0,2.0,3,San Jose,95148,CA,Santa Clara,1720.0
M2353931739,condo,1098000.0,0.0,2.0,2,San Jose,95126,CA,Santa Clara,1403.0
M1123367610,condo,495000.0,1.0,1.0,2,Union City,94587,CA,Alameda,888.0
M1205988497,condo,1125000.0,0.0,2.0,2,San Jose,95110,CA,Santa Clara,1312.0
M2559382028,condo,675000.0,1.0,2.0,3,San Jose,95116,CA,Santa Clara,1216.0
M2282448658,condo,1075000.0,1.0,2.0,2,San Jose,95131,CA,Santa Clara,1690.0
M2503501425,condo,1329000.0,1.0,2.0,3,Santa Clara,95054,CA,Santa Clara,1700.0
M2275107267,condo,1648000.0,1.0,2.0,3,Sunnyvale,94087,CA,Santa Clara,1851.0
M2992073738,condo,725000.0,0.0,2.0,2,San Jose,95136,CA,Santa Clara,1073.0
M1330158617,condo,589000.0,0.0,1.0,1,San Jose,95124,CA,Santa Clara,815.0
M1820340212,condo,699950.0,0.0,2.0,3,Fremont,94536,CA,Alameda,1330.0
M2483701991,condo,1095000.0,1.0,1.0,2,Sunnyvale,94087,CA,Santa Clara,1160.0
M1579968677,condo,465000.0,0.0,1.0,1,San Jose,95116,CA,Santa Clara,633.0
M2781188918,condo,865000.0,0.0,2.0,2,San Jose,95112,CA,Santa Clara,1662.0
M1655495370,condo,590000.0,1.0,1.0,2,San Jose,95129,CA,Santa Clara,1099.0
M2294107397,condo,1149000.0,0.0,2.0,3,Cupertino,95014,CA,Santa Clara,1202.0
M9010318184,condo,1419990.0,1.0,3.0,4,Sunnyvale,94089,CA,Santa Clara,1749.0
M2072283905,condo,878888.0,0.0,2.0,2,San Jose,95131,CA,Santa Clara,1171.0
M9954609054,condo,1007630.0,3.0,3.0,3,San Jose,95133,CA,Santa Clara,1565.0
M1003895291,condo,399999.0,0.0,2.0,2,San Jose,95135,CA,Santa Clara,1223.0
M1012356677,condo,888000.0,0.0,2.0,2,Sunnyvale,94086,CA,Santa Clara,1047.0
M1424952964,condo,779950.0,0.0,2.0,3,San Jose,95128,CA,Santa Clara,1262.0
M1481438748,condo,899000.0,1.0,2.0,3,San Jose,95127,CA,Santa Clara,2492.0
M1515003042,condo,425000.0,0.0,2.0,2,San Diego,92110,CA,San Diego,1139.0
M2708613173,condo,509000.0,0.0,2.0,2,San Diego,92123,CA,San Diego,1232.0
M1480199800,condo,325000.0,0.0,1.0,1,San Diego,92102,CA,San Diego,544.0
M9693066790,condo,749000.0,0.0,2.0,2,La Jolla,92037,CA,San Diego,1466.0
M1025863457,condo,619900.0,1.0,2.0,2,San Diego,92122,CA,San Diego,1100.0
M1131363340,condo,199800.0,0.0,1.0,1,San Diego,92115,CA,San Diego,578.0
M2855209504,condo,418000.0,0.0,1.0,2,San Diego,92117,CA,San Diego,840.0
M2581894630,condo,695000.0,1.0,2.0,2,San Diego,92103,CA,San Diego,1617.0
M2286429420,condo,735000.0,0.0,2.0,2,La Jolla,92037,CA,San Diego,1102.0
M2973243920,condo,399000.0,0.0,1.0,1,San Diego,92101,CA,San Diego,749.0
M1955518704,condo,849000.0,1.0,2.0,2,La Jolla,92037,CA,San Diego,1604.0
M1978929267,condo,1925000.0,1.0,2.0,3,San Diego,92106,CA,San Diego,2208.0
M1446051480,condo,648000.0,0.0,1.0,2,La Jolla,92037,CA,San Diego,624.0
M2655591012,condo,849999.0,1.0,2.0,3,San Diego,92130,CA,San Diego,1636.0
M2501344862,condo,309900.0,0.0,1.0,1,San Diego,92117,CA,San Diego,600.0
M1515340942,condo,559000.0,0.0,2.0,3,San Diego,92110,CA,San Diego,1430.0
M1755144775,condo,239000.0,0.0,1.0,0,San Diego,92108,CA,San Diego,506.0
M1399343066,condo,729888.0,1.0,2.0,3,San Diego,92127,CA,San Diego,1628.0
M1962637108,condo,765000.0,1.0,3.0,3,San Diego,92108,CA,San Diego,1760.0
M1480139636,condo,490000.0,0.0,1.0,1,San Diego,92101,CA,San Diego,994.0
M2244714829,condo,649999.0,0.0,2.0,2,San Diego,92101,CA,San Diego,1064.0
M1556889961,condo,329000.0,0.0,1.0,2,San Diego,92110,CA,San Diego,850.0
M2551762746,condo,945000.0,1.0,1.0,2,San Diego,92109,CA,San Diego,1100.0
M2245886827,condo,324900.0,1.0,1.0,2,San Diego,92115,CA,San Diego,1097.0
M1818108840,condo,729500.0,0.0,2.0,2,San Diego,92101,CA,San Diego,1336.0
M2038792675,condo,849000.0,1.0,2.0,4,San Diego,92127,CA,San Diego,2086.0
M1415318450,condo,375000.0,0.0,1.0,0,San Diego,92101,CA,San Diego,699.0
M1775158391,condo,180000.0,0.0,1.0,0,San Diego,92115,CA,San Diego,299.0
M2328927054,condo,429900.0,0.0,1.0,1,San Diego,92101,CA,San Diego,615.0
M1253007201,condo,389900.0,0.0,1.0,1,San Diego,92101,CA,San Diego,832.0
M1271507373,condo,650000.0,0.0,2.0,2,San Diego,92111,CA,San Diego,1248.0
M1812802064,condo,774999.0,0.0,2.0,2,San Diego,92108,CA,San Diego,1454.0
M2106786209,condo,299000.0,0.0,1.0,1,San Diego,92103,CA,San Diego,597.0
M1621899435,condo,315000.0,1.0,1.0,3,San Ysidro,92173,CA,San Diego,978.0
M1389528613,condo,289000.0,0.0,1.0,1,San Diego,92108,CA,San Diego,675.0
M2962731440,condo,340000.0,0.0,2.0,2,San Diego,92104,CA,San Diego,956.0
M1249765248,condo,319900.0,0.0,1.0,0,San Diego,92109,CA,San Diego,460.0
M2478380847,condo,719000.0,1.0,2.0,2,San Diego,92103,CA,San Diego,1318.0
M2369201604,condo,290000.0,0.0,2.0,2,San Diego,92105,CA,San Diego,780.0
M2002504729,condo,425000.0,1.0,2.0,3,San Diego,92115,CA,San Diego,2099.0
M2969604575,condo,715000.0,0.0,2.0,2,San Diego,92103,CA,San Diego,1233.0
M1367307808,condo,449500.0,0.0,1.0,1,San Diego,92130,CA,San Diego,800.0
M1537253317,condo,420000.0,1.0,1.0,2,San Diego,92108,CA,San Diego,1026.0
M9337165371,condo,1600000.0,1.0,2.0,3,San Diego,92103,CA,San Diego,2093.0
M1276905891,condo,1269000.0,0.0,2.0,2,La Jolla,92037,CA,San Diego,1664.0
M1317135439,condo,424000.0,0.0,2.0,2,San Diego,92128,CA,San Diego,907.0
M1396778688,condo,569900.0,1.0,2.0,2,San Diego,92127,CA,San Diego,1484.0
M2481271664,condo,895000.0,1.0,2.0,3,San Diego,92107,CA,San Diego,1371.0
M1879318045,condo,464900.0,1.0,2.0,3,San Diego,92113,CA,San Diego,1460.0
M1380900615,condo,245000.0,0.0,1.0,1,San Diego,92126,CA,San Diego,525.0
M2697530667,condo,799999.0,0.0,2.0,2,San Diego,92101,CA,San Diego,1274.0
M2660297252,condo,430000.0,1.0,1.0,2,San Diego,92110,CA,San Diego,976.0
M2186572592,condo,425000.0,0.0,1.0,1,San Diego,92103,CA,San Diego,732.0
M2362668722,condo,445000.0,0.0,2.0,2,San Diego,92131,CA,San Diego,1052.0
M2779664804,condo,325000.0,0.0,1.0,0,San Diego,92101,CA,San Diego,618.0
M1591065338,condo,375000.0,0.0,2.0,2,San Diego,92104,CA,San Diego,880.0
M1188828615,condo,749500.0,0.0,2.0,2,La Jolla,92037,CA,San Diego,1000.0
M9545654897,condo,474900.0,1.0,2.0,3,San Diego,92154,CA,San Diego,1643.0
M9351820706,condo,855000.0,0.0,3.0,3,San Diego,92108,CA,San Diego,2015.0
M2026092632,condo,549000.0,0.0,2.0,2,San Diego,92122,CA,San Diego,1037.0
M9165921405,condo,699550.0,0.0,2.0,2,San Diego,92108,CA,San Diego,1401.0
M2153126698,condo,725000.0,1.0,2.0,3,San Diego,92108,CA,San Diego,1597.0
M1646913137,condo,359900.0,0.0,1.0,2,San Diego,92129,CA,San Diego,882.0
M1693681895,condo,465000.0,1.0,1.0,3,San Diego,92129,CA,San Diego,1218.0
M2554547880,condo,859900.0,1.0,2.0,2,San Diego,92109,CA,San Diego,1514.0
M2089836534,condo,435000.0,0.0,1.0,1,La Jolla,92037,CA,San Diego,636.0
M2230732734,condo,629950.0,0.0,2.0,2,San Diego,92103,CA,San Diego,1085.0
M2216918442,condo,515000.0,0.0,2.0,2,San Diego,92109,CA,San Diego,1094.0
M2045248796,condo,579000.0,0.0,2.0,2,San Diego,92128,CA,San Diego,1341.0
M1434160495,condo,229900.0,0.0,2.0,2,San Diego,92105,CA,San Diego,900.0
M2229459331,condo,499999.0,0.0,1.0,1,San Diego,92101,CA,San Diego,1076.0
M1897806690,condo,786900.0,0.0,2.0,2,San Diego,92101,CA,San Diego,1144.0
M2289432922,condo,559000.0,0.0,2.0,2,San Diego,92122,CA,San Diego,1004.0
M2203223404,condo,249900.0,0.0,1.0,0,San Diego,92108,CA,San Diego,506.0
M1452953903,condo,375000.0,0.0,2.0,2,San Diego,92154,CA,San Diego,1141.0
M1253402454,condo,669000.0,0.0,2.0,3,San Diego,92122,CA,San Diego,1376.0
M2047593371,condo,529000.0,1.0,2.0,4,San Diego,92131,CA,San Diego,1694.0
M1437272614,condo,650000.0,1.0,2.0,2,San Diego,92122,CA,San Diego,1812.0
M2710606275,condo,285000.0,0.0,1.0,0,San Diego,92107,CA,San Diego,435.0
M1998258216,condo,549900.0,0.0,2.0,2,San Diego,92101,CA,San Diego,1041.0
M1396168280,condo,475000.0,0.0,2.0,2,San Diego,92122,CA,San Diego,1153.0
M1684118396,condo,554900.0,1.0,2.0,3,San Diego,92120,CA,San Diego,1659.0
M2328805322,condo,179900.0,0.0,1.0,1,San Diego,92115,CA,San Diego,462.0
M1815641768,condo,499000.0,0.0,1.0,1,San Diego,92101,CA,San Diego,734.0
M1525366153,condo,485000.0,1.0,2.0,2,San Diego,92131,CA,San Diego,1116.0
M1639101779,condo,245000.0,0.0,1.0,2,San Diego,92105,CA,San Diego,813.0
M1714063186,condo,520000.0,0.0,2.0,2,San Diego,92122,CA,San Diego,1086.0
M9326654256,condo,799000.0,0.0,3.0,3,San Diego,92108,CA,San Diego,1515.0
M2784546702,condo,369999.0,0.0,1.0,1,San Diego,92124,CA,San Diego,815.0
M2844261723,condo,999000.0,0.0,3.0,4,San Diego,92127,CA,San Diego,2596.0
M2796280707,condo,749900.0,1.0,2.0,3,San Diego,92130,CA,San Diego,1368.0
M2260549706,condo,425000.0,0.0,3.0,3,San Diego,92154,CA,San Diego,1428.0
M2058772602,condo,325000.0,0.0,2.0,2,San Diego,92119,CA,San Diego,1048.0
M1206289771,condo,359000.0,0.0,1.0,1,San Diego,92101,CA,San Diego,790.0
M1094145850,condo,599000.0,1.0,2.0,2,San Diego,92130,CA,San Diego,1191.0
M1237148174,condo,435000.0,0.0,2.0,3,San Diego,92111,CA,San Diego,1190.0
M2483123589,condo,279000.0,1.0,1.0,2,San Diego,92105,CA,San Diego,1120.0
M1915148651,condo,1198000.0,0.0,2.0,2,La Jolla,92037,CA,San Diego,1143.0
M2744354727,condo,925000.0,1.0,2.0,2,San Diego,92101,CA,San Diego,1291.0
M2563070439,condo,809000.0,1.0,2.0,2,San Diego,92130,CA,San Diego,1401.0
M2818936810,condo,555000.0,0.0,2.0,2,San Diego,92108,CA,San Diego,1176.0
M2166589486,condo,407000.0,0.0,1.0,1,San Diego,92122,CA,San Diego,600.0
M2692237160,condo,1895000.0,1.0,3.0,3,La Jolla,92037,CA,San Diego,3168.0
M9137910105,condo,685900.0,0.0,2.0,3,San Diego,92127,CA,San Diego,1544.0
M2034389855,condo,909000.0,1.0,2.0,3,San Diego,92109,CA,San Diego,1531.0
M9578151353,condo,325000.0,0.0,1.0,1,San Diego,92101,CA,San Diego,473.0
M2718368963,condo,789000.0,0.0,2.0,2,San Diego,92109,CA,San Diego,1154.0
M2071182713,condo,599900.0,1.0,2.0,4,San Diego,92131,CA,San Diego,1708.0
M2389529243,condo,650000.0,0.0,2.0,2,San Diego,92122,CA,San Diego,1004.0
M2592058267,condo,1085000.0,1.0,2.0,3,La Jolla,92037,CA,San Diego,2185.0
M2023556838,condo,285000.0,0.0,1.0,1,San Diego,92131,CA,San Diego,656.0
M2143227776,condo,220000.0,0.0,1.0,0,San Diego,92108,CA,San Diego,422.0
